id	title	short_title	creator	publisher	publisher_uri	issued	description	identifier
delescluze	Édition critique des carnets de prison et de la correspondance privée d’Henri Delescluze à Belle-Île (1851-1853)	Delescluze	Henri Delescluze	École nationale des chartes – PSL	https://www.chartes.psl.eu/	2015	Édition critique des carnets de prison (éphémérides, passages rédigés) et de la correspondance privée d’Henri Delescluze, détenu politique à Belle-Île-en-Mer (1851-1853). Rétro-conversion du site XHTML publié par l’ENC, aucune source TEI n’étant accessible.	Delescluze
